	favorite_count	retweet_count	timestamp	rating_numerator	rating_denominator	dog_type	breed	confidence	names	likeability
672968025906282496	1330	557	2015-12-05 02:37:35+00:00	11	10		Toy Poodle	0.678046	Gustaf	814891.0000000001
672970152493887488	956	365	2015-12-05 02:46:02+00:00	7	10	pupper	Unidentifiable	0.0	Chet	244257.99999999997
672975131468300288	1699	935	2015-12-05 03:05:49+00:00	10	10	pupper	Pug	0.8364209999999999	Chuckles	1588565.0
672980819271634944	1838	1027	2015-12-05 03:28:25+00:00	5	10		Basset	0.219461		943813.0
672988786805112832	994	300	2015-12-05 04:00:04+00:00	10	10	pupper	Lakeland Terrier	0.8366319999999999	Schnozz	298200.0
672995267319328768	968	307	2015-12-05 04:25:50+00:00	8	10		French Bulldog	0.7195590000000001	Pumpkin	237740.80000000002
673148804208660480	1707	646	2015-12-05 14:35:56+00:00	8	10	pupper	Unidentifiable	0.0	Fletcher	882177.6000000001
673213039743795200	2276	867	2015-12-05 18:51:11+00:00	10	10		Schipperke	0.8880819999999999	Dexter	1973292.0
673240798075449344	1434	750	2015-12-05 20:41:29+00:00	6	10		Airedale	0.443004		645300.0
673295268553605120	7603	3246	2015-12-06 00:17:55+00:00	8	10	pupper	Golden Retriever	0.889241	Eve	19743470.400000002
673317986296586240	881	266	2015-12-06 01:48:12+00:00	10	10		Miniature Pinscher	0.384099		234346.0
673320132811366400	13639	8149	2015-12-06 01:56:44+00:00	11	10		Samoyed	0.978833	Frankie	122258632.10000001
673342308415348736	1290	601	2015-12-06 03:24:51+00:00	10	10	pupper	Chihuahua	0.013559200000000002	Django	775290.0
673343217010679808	981	278	2015-12-06 03:28:27+00:00	11	10		Chihuahua	0.541408		299989.80000000005
673352124999274496	1671	549	2015-12-06 04:03:51+00:00	12	10		Golden Retriever	0.672808		1100854.7999999998
673359818736984064	1474	687	2015-12-06 04:34:25+00:00	8	10		English Setter	0.6965680000000001	Steve	810110.4
673363615379013632	1038	311	2015-12-06 04:49:31+00:00	11	10	pupper	Unidentifiable	0.0		355099.80000000005
673576835670777856	1399	574	2015-12-06 18:56:46+00:00	7	10		Unidentifiable	0.0		562118.2
673583129559498752	1206	375	2015-12-06 19:21:47+00:00	11	10		Golden Retriever	0.113946	Sandy	497475.00000000006
673636718965334016	1120	370	2015-12-06 22:54:44+00:00	10	10		Pug	0.0190443		414400.0
673662677122719744	1270	369	2015-12-07 00:37:52+00:00	12	10		Labrador Retriever	0.95767	Kendall	562356.0
673680198160809984	1386	480	2015-12-07 01:47:30+00:00	13	10		Samoyed	0.989853	Shnuggles	864864.0
673686845050527744	1453	450	2015-12-07 02:13:55+00:00	11	10		Pekinese	0.185903	George	719235.0000000001
673697980713705472	3851	2008	2015-12-07 02:58:09+00:00	8	10	pupper	Unidentifiable	0.0	Pickles	6186246.4
673700254269775872	1455	590	2015-12-07 03:07:12+00:00	3	10		Unidentifiable	0.0		257535.0
673707060090052608	1110	403	2015-12-07 03:34:14+00:00	10	10	pupper	German Short-Haired Pointer	0.935771	Raymond	447330.0
673708611235921920	1094	297	2015-12-07 03:40:24+00:00	12	10		Golden Retriever	0.936333	Riley	389901.6
673715861853720576	3592	2145	2015-12-07 04:09:13+00:00	4	10		Unidentifiable	0.0		3081936.0000000005
673906403526995968	3230	1660	2015-12-07 16:46:21+00:00	3	10		Soft-Coated Wheaten Terrier	0.0489277		1608540.0
673919437611909120	1184	378	2015-12-07 17:38:09+00:00	11	10	pupper	Schipperke	0.115984	Obie	492307.2
674014384960745472	1581	665	2015-12-07 23:55:26+00:00	11	10		Pembroke	0.74232	Aiden	1156501.5
674019345211760640	1150	309	2015-12-08 00:15:09+00:00	10	10		Collie	0.992732	Acro	355350.0
674024893172875264	1804	1264	2015-12-08 00:37:11+00:00	10	10		Pomeranian	0.6485		2280256.0
674042553264685056	733	132	2015-12-08 01:47:22+00:00	12	10		Toy Poodle	0.927975		116107.2
674051556661161984	1460	499	2015-12-08 02:23:09+00:00	10	10		Shih-Tzu	0.179777	Lucy	728540.0
674053186244734976	3375	1337	2015-12-08 02:29:37+00:00	10	10		Cardigan	0.984725	Stanley	4512375.0
674075285688614912	995	298	2015-12-08 03:57:26+00:00	11	10		Airedale	0.305392	Mitch	326161.0
674082852460433408	763	176	2015-12-08 04:27:30+00:00	11	10		Pomeranian	0.666957		147716.80000000002
674255168825880576	1489	573	2015-12-08 15:52:13+00:00	10	10		Eskimo Dog	0.615741	Bobbay	853197.0
674262580978937856	1322	468	2015-12-08 16:21:41+00:00	9	10	pupper	Greater Swiss Mountain Dog	0.519428	Gus	556826.4
674271431610523648	1592	752	2015-12-08 16:56:51+00:00	10	10		German Shepherd	0.991454		1197184.0
674291837063053312	14976	6081	2015-12-08 18:17:56+00:00	11	10		Cardigan	0.611525	Kenny	100175961.60000001
674394782723014656	1525	591	2015-12-09 01:07:00+00:00	8	10		Lakeland Terrier	0.109099	Gary	721020.0
674410619106390016	1221	481	2015-12-09 02:09:56+00:00	10	10		Beagle	0.0194268	Lenny	587301.0
674416750885273600	694	145	2015-12-09 02:34:18+00:00	10	10		Chihuahua	0.28720100000000004	Jonah	100630.0
674422304705744896	1457	554	2015-12-09 02:56:22+00:00	12	10		Golden Retriever	0.964497	Ava	968613.6
674436901579923456	1133	407	2015-12-09 03:54:22+00:00	9	10		Shih-Tzu	0.105416	Bailey	415017.9
674447403907457024	1086	367	2015-12-09 04:36:06+00:00	10	10	pupper	Brabancon Griffon	0.409909		398562.0
674468880899788800	6336	2126	2015-12-09 06:01:26+00:00	13	10		Chow	0.52623	Louis	17511436.8
674644256330530816	1047	277	2015-12-09 17:38:19+00:00	11	10		Basset	0.335692		319020.9
674646392044941312	1459	516	2015-12-09 17:46:48+00:00	5	10		Flat-Coated Retriever	0.837448		376422.0
674664755118911488	941	263	2015-12-09 18:59:46+00:00	10	10		Unidentifiable	0.0	Rodman	247483.0
674670581682434048	1638	675	2015-12-09 19:22:56+00:00	9	10		Malamute	0.180079	Jeb	995085.0
674690135443775488	1169	483	2015-12-09 20:40:38+00:00	3	10		Unidentifiable	0.0	Patrick	169388.1
674737130913071104	660	96	2015-12-09 23:47:22+00:00	10	10	pupper	Pomeranian	0.948537	Rufio	63360.0
674739953134403584	1132	407	2015-12-09 23:58:35+00:00	11	10		Dandie Dinmont	0.17591500000000002		506796.4
674743008475090944	1430	573	2015-12-10 00:10:43+00:00	10	10		Bernese Mountain Dog	0.583054	Sophie	819390.0
674752233200820224	1485	483	2015-12-10 00:47:23+00:00	12	10		Vizsla	0.665516		860706.0
674764817387900928	797	247	2015-12-10 01:37:23+00:00	10	10		Samoyed	0.634695		196859.0
674767892831932416	1859	818	2015-12-10 01:49:36+00:00	12	10		Unidentifiable	0.0		1824794.3999999997
674774481756377088	1143	492	2015-12-10 02:15:47+00:00	11	10	pupper	Chihuahua	0.407016	Superpup	618591.6000000001
674781762103414784	2037	1248	2015-12-10 02:44:43+00:00	8	10		Unidentifiable	0.0		2033740.8000000003
674788554665512960	827	218	2015-12-10 03:11:43+00:00	9	10		Miniature Poodle	0.349561	Maggie	162257.40000000002
674790488185167872	1126	260	2015-12-10 03:19:24+00:00	13	10		Labrador Retriever	0.8019029999999999		380588.0
674800520222154752	3066	889	2015-12-10 03:59:15+00:00	11	10		Pembroke	0.8764790000000001	Tedders	2998241.4000000004
674805413498527744	873	368	2015-12-10 04:18:42+00:00	10	10		English Springer	0.594467		321264.0
675006312288268288	1004	236	2015-12-10 17:37:00+00:00	10	10	pupper	Boxer	0.654697	Mollie	236944.0
675015141583413248	2765	1247	2015-12-10 18:12:05+00:00	10	10		Golden Retriever	0.258372	Moe	3447955.0
675111688094527488	985	262	2015-12-11 00:35:44+00:00	8	10		Labrador Retriever	0.631501	Oliver	206456.0
675113801096802304	1994	811	2015-12-11 00:44:07+00:00	10	10	pupper	Unidentifiable	0.0	Zuzu	1617134.0
675145476954566656	2176	937	2015-12-11 02:49:59+00:00	9	10		Labrador Retriever	0.458746		1835020.8
675146535592706048	1215	325	2015-12-11 02:54:12+00:00	7	10		Cardigan	0.229944	Coops	276412.5
675147105808306176	961	249	2015-12-11 02:56:28+00:00	10	10		Golden Retriever	0.949215		239289.0
675153376133427200	6417	2708	2015-12-11 03:21:23+00:00	1	10		Unidentifiable	0.0		1737723.6
675334060156301312	2841	1345	2015-12-11 15:19:21+00:00	12	10	pupper	Pembroke	0.773135		4585374.0
675354435921575936	33532	17887	2015-12-11 16:40:19+00:00	13	10		Golden Retriever	0.181351		779722949.1999999
675362609739206656	1069	237	2015-12-11 17:12:48+00:00	12	10		Labrador Retriever	0.479008	Daisy	304023.6
675432746517426176	1561	593	2015-12-11 21:51:30+00:00	12	10		Labrador Retriever	0.986548		1110807.5999999999
675483430902214656	1885	1013	2015-12-12 01:12:54+00:00	5	10		Unidentifiable	0.0		954752.5
675489971617296384	1331	622	2015-12-12 01:38:53+00:00	10	10		West Highland White Terrier	0.139613		827882.0
675497103322386432	3206	1351	2015-12-12 02:07:14+00:00	11	10		Vizsla	0.5195890000000001	Reggie	4764436.600000001
675501075957489664	17512	6042	2015-12-12 02:23:01+00:00	13	10		Unidentifiable	0.0		137549755.20000002
675517828909424640	1326	475	2015-12-12 03:29:35+00:00	12	10		Scottish Deerhound	0.240591		755820.0
675522403582218240	1065	297	2015-12-12 03:47:46+00:00	10	10		Cocker Spaniel	0.299708	Sammy	316305.0
675531475945709568	1211	402	2015-12-12 04:23:49+00:00	10	10		Pembroke	0.918441	Ellie	486822.0
675534494439489536	1861	434	2015-12-12 04:35:48+00:00	11	10		Chow	0.749368		888441.4
675706639471788032	658	102	2015-12-12 15:59:51+00:00	10	10		English Springer	0.9903		67116.0
675710890956750848	1932	858	2015-12-12 16:16:45+00:00	12	10		Standard Schnauzer	0.4414270000000001	Lenny	1989187.2000000002
675781562965868544	1658	493	2015-12-12 20:57:34+00:00	11	10		Maltese Dog	0.921968	Buddah	899133.4000000001
675798442703122432	10493	3528	2015-12-12 22:04:39+00:00	10	10		Beagle	0.681218	Bernie	37019304.0
675822767435051008	1559	558	2015-12-12 23:41:18+00:00	10	10		Pomeranian	0.4607100000000001		869922.0
675845657354215424	2336	925	2015-12-13 01:12:15+00:00	10	10	pupper	Pug	0.8839520000000001	Pepper	2160800.0
675853064436391936	2752	1356	2015-12-13 01:41:41+00:00	88	80		Labrador Retriever	0.868367		4104883.2
675878199931371520	4273	1455	2015-12-13 03:21:34+00:00	11	10		Cardigan	0.0436271		6838936.5
675888385639251968	2436	1003	2015-12-13 04:02:03+00:00	10	10		West Highland White Terrier	0.672117		2443308.0
676089483918516224	1350	451	2015-12-13 17:21:08+00:00	9	10		Bull Mastiff	0.743808		547965.0
676101918813499392	2890	1211	2015-12-13 18:10:33+00:00	11	10		Shih-Tzu	0.225848	Striker	3849769.0000000005
676215927814406144	1786	609	2015-12-14 01:43:35+00:00	9	10		Unidentifiable	0.0	Herm	978906.6000000001
676263575653122048	2133	578	2015-12-14 04:52:55+00:00	10	10	pupper	Toy Poodle	0.0980293		1232874.0
676430933382295552	1433	361	2015-12-14 15:57:56+00:00	10	10		Golden Retriever	0.583875	Duke	517313.0
676533798876651520	1931	583	2015-12-14 22:46:41+00:00	12	10		Chow	0.26527399999999995		1350927.5999999999
676582956622721024	1237	291	2015-12-15 02:02:01+00:00	8	10		Boston Bull	0.196307	Vinnie	287973.60000000003
676603393314578432	1196	403	2015-12-15 03:23:14+00:00	9	10	pupper	Whippet	0.8770209999999999	Godzilla	433789.2
676606785097199616	1936	459	2015-12-15 03:36:42+00:00	12	10		Malinois	0.1423		1066348.7999999998
676617503762681856	2985	1029	2015-12-15 04:19:18+00:00	13	10	pupper	Chihuahua	0.841084		3993034.5
676776431406465024	5150	2102	2015-12-15 14:50:49+00:00	10	10		Unidentifiable	0.0		10825300.0
676811746707918848	1454	444	2015-12-15 17:11:09+00:00	9	10		Chihuahua	0.440916	Penny	581018.4
676864501615042560	2161	743	2015-12-15 20:40:47+00:00	10	10		Chesapeake Bay Retriever	0.371146	Ash	1605623.0
676936541936185344	13092	5149	2015-12-16 01:27:03+00:00	8	10	pupper	Chesapeake Bay Retriever	0.5452859999999999		53928566.4
676948236477857792	2240	915	2015-12-16 02:13:31+00:00	6	10		Unidentifiable	0.0	Karl	1229760.0
676957860086095872	2285	847	2015-12-16 02:51:45+00:00	10	10		Labrador Retriever	0.772423		1935395.0
677187300187611136	2813	971	2015-12-16 18:03:28+00:00	9	10		English Setter	0.282396		2458280.7
677228873407442944	3651	1719	2015-12-16 20:48:40+00:00	11	10		Unidentifiable	0.0	Chuq	6903675.9
677269281705472000	2060	741	2015-12-16 23:29:14+00:00	10	10	pupper	Shetland Sheepdog	0.656616		1526460.0
677301033169788928	1281	431	2015-12-17 01:35:24+00:00	5	10		Japanese Spaniel	0.6611779999999999	Juckson	276055.5
677328882937298944	3746	1576	2015-12-17 03:26:04+00:00	10	10		Kelpie	0.0290541	Derek	5903696.0
677331501395156992	1130	246	2015-12-17 03:36:28+00:00	9	10		Beagle	0.313464	Humphrey	250182.0
677334615166730240	1399	307	2015-12-17 03:48:51+00:00	9	10		Lakeland Terrier	0.859392		386543.70000000007
677530072887205888	1111	238	2015-12-17 16:45:31+00:00	9	10		Staffordshire Bullterrier	0.6892590000000001	Axel	237976.19999999998
677547928504967168	7152	3836	2015-12-17 17:56:29+00:00	12	10		American Staffordshire Terrier	0.914978		32922086.4
677557565589463040	2515	1224	2015-12-17 18:34:46+00:00	10	10	pupper	Shih-Tzu	0.249017		3078360.0
677573743309385728	2214	762	2015-12-17 19:39:03+00:00	10	10		Unidentifiable	0.0	Sandy	1687068.0
677716515794329600	3159	1016	2015-12-18 05:06:23+00:00	144	120		Chow	0.0254378		3851452.8
677895101218201600	5000	2221	2015-12-18 16:56:01+00:00	9	10		Dalmatian	0.550702		9994500.0
677918531514703872	1399	432	2015-12-18 18:29:07+00:00	10	10		Eskimo Dog	0.199347		604368.0
678255464182861824	1638	394	2015-12-19 16:47:58+00:00	9	10		Chihuahua	0.613819	Jessifer	580834.8
678278586130948096	11857	6408	2015-12-19 18:19:51+00:00	10	10	pupper	Maltese Dog	0.897841		75979656.0
678334497360859136	1347	274	2015-12-19 22:02:01+00:00	10	10		Norfolk Terrier	0.378643	Rosie	369078.0
678341075375947776	1789	567	2015-12-19 22:28:09+00:00	12	10	pupper	Golden Retriever	0.853284		1217235.5999999999
678380236862578688	2527	961	2015-12-20 01:03:46+00:00	10	10		Samoyed	0.0476014	Crumpet	2428447.0
678389028614488064	1935	442	2015-12-20 01:38:42+00:00	11	10	pupper	Miniature Pinscher	0.516284	Bella	940797.0
678396796259975168	1645	443	2015-12-20 02:09:34+00:00	12	10		Pembroke	0.95618		874482.0
678399652199309312	81934	33548	2015-12-20 02:20:55+00:00	12	10		Bedlington Terrier	0.0150472		3298466198.4
678410210315247616	4384	1927	2015-12-20 03:02:53+00:00	10	10		Schipperke	0.145877	Jerome	8447968.0
678424312106393600	5603	2681	2015-12-20 03:58:55+00:00	2	10		Maltese Dog	0.759945	Crystal	3004328.6000000006
678446151570427904	4140	1654	2015-12-20 05:25:42+00:00	10	10		Staffordshire Bullterrier	0.284492		6847560.0
678740035362037760	3896	1796	2015-12-21 00:53:29+00:00	6	10		Beagle	0.0225251	Tango	4198329.6
678755239630127104	7397	3496	2015-12-21 01:53:54+00:00	10	10		Malamute	0.606654	Dash	25859912.0
678764513869611008	1698	503	2015-12-21 02:30:45+00:00	10	10		Irish Terrier	0.696646	Wilson	854094.0
678798276842360832	3608	1255	2015-12-21 04:44:55+00:00	7	10		Airedale	0.583122	Linda	3169628.0
678800283649069056	2674	953	2015-12-21 04:52:53+00:00	12	10	pupper	Labrador Retriever	0.213673		3057986.4
678969228704284672	1703	488	2015-12-21 16:04:13+00:00	11	10		Labrador Retriever	0.680251	Lola	914170.4000000001
679047485189439488	2335	717	2015-12-21 21:15:11+00:00	9	10		Golden Retriever	0.00293035		1506775.5
679111216690831360	6179	2706	2015-12-22 01:28:25+00:00	12	10		Kelpie	0.189423		20064448.799999997
679158373988876288	22270	8577	2015-12-22 04:35:49+00:00	11	10		Pug	0.27220500000000003	Rubio	210110769.00000003
679462823135686656	32955	19952	2015-12-23 00:45:35+00:00	11	10		Toy Poodle	0.62178	Hurley	723269976.0
679475951516934144	2174	675	2015-12-23 01:37:45+00:00	9	10		Maltese Dog	0.145742	Evy	1320705.0
679511351870550016	3507	1344	2015-12-23 03:58:25+00:00	7	10		Chihuahua	0.761972	William	3299385.5999999996
679527802031484928	2750	763	2015-12-23 05:03:47+00:00	11	10	pupper	Unidentifiable	0.0		2308075.0000000005
679722016581222400	1721	497	2015-12-23 17:55:32+00:00	8	10		Boxer	0.459604	Mike	684269.6000000001
679729593985699840	2252	868	2015-12-23 18:25:38+00:00	8	10		West Highland White Terrier	0.0935148	Hunter	1563788.8
679736210798047232	2170	840	2015-12-23 18:51:56+00:00	9	10		French Bulldog	0.319139		1640520.0
679777920601223168	3202	1182	2015-12-23 21:37:40+00:00	10	10	pupper	Bloodhound	0.5288189999999999	Rinna	3784764.0
679828447187857408	37674	14883	2015-12-24 00:58:27+00:00	13	10	pupper	Chihuahua	0.346545		728912784.6
679854723806179328	2971	1305	2015-12-24 02:42:51+00:00	7	10		Chow	0.00230739	Bruce	2714008.4999999995
679877062409191424	2052	684	2015-12-24 04:11:37+00:00	5	10		Unidentifiable	0.0	Penelope	701784.0
680070545539371008	2682	929	2015-12-24 17:00:27+00:00	9	10		Shih-Tzu	0.121811	Emmie	2242420.2
680085611152338944	13298	9480	2015-12-24 18:00:19+00:00	12	10		Unidentifiable	0.0		151278048.0
680100725817409536	3715	1449	2015-12-24 19:00:23+00:00	11	10	pupper	Golden Retriever	0.6989609999999999		5921338.500000001
680145970311643136	3768	1852	2015-12-24 22:00:10+00:00	10	10	pupper	Miniature Poodle	0.457117	Kawhi	6978336.0
680176173301628928	4064	1662	2015-12-25 00:00:11+00:00	10	10	pupper	Unidentifiable	0.0		6754368.0
680206703334408192	2956	1251	2015-12-25 02:01:30+00:00	12	10		Unidentifiable	0.0	Toby	4437547.2
680221482581123072	1514	306	2015-12-25 03:00:14+00:00	10	10		Unidentifiable	0.0	CeCe	463284.0
680440374763077632	1513	535	2015-12-25 17:30:01+00:00	11	10		Unidentifiable	0.0		890400.5000000001
680497766108381184	4403	2018	2015-12-25 21:18:05+00:00	12	10		Chihuahua	0.538354	Percy	10662304.799999999
680801747103793152	2464	875	2015-12-26 17:25:59+00:00	10	10		Pug	0.99672		2156000.0
680836378243002368	3604	1407	2015-12-26 19:43:36+00:00	12	10	pupper	Pembroke	0.427781	Ellie	6084993.600000001
680889648562991104	1837	386	2015-12-26 23:15:17+00:00	9	10		Shetland Sheepdog	0.876337	Cheesy	638173.7999999999
680913438424612864	2495	657	2015-12-27 00:49:49+00:00	11	10		Pomeranian	0.615678	Griswold	1803136.5
680934982542561280	2160	466	2015-12-27 02:15:25+00:00	10	10		Labrador Retriever	0.7843979999999999	Sadie	1006560.0
680970795137544192	2526	709	2015-12-27 04:37:44+00:00	9	10		Pug	0.713102		1611840.6
681231109724700672	2500	514	2015-12-27 21:52:07+00:00	11	10	pupper	Irish Setter	0.406047		1413500.0
681281657291280384	3347	1170	2015-12-28 01:12:59+00:00	11	10		Saint Bernard	0.99883	Sarge	4307589.0
681297372102656000	3339	1016	2015-12-28 02:15:26+00:00	12	10		Lhasa	0.482401		4070908.8
681339448655802368	9686	4313	2015-12-28 05:02:37+00:00	9	10		Labrador Retriever	0.0946149	Asher	37598146.199999996
681523177663676416	14921	6166	2015-12-28 17:12:42+00:00	12	10		Norfolk Terrier	0.205067	Carly	110403463.2
681579835668455424	3692	1379	2015-12-28 20:57:50+00:00	8	10		Rottweiler	0.760671	Apollo	4073014.4000000004
681610798867845120	1989	504	2015-12-28 23:00:52+00:00	12	10		Toy Poodle	0.8217040000000001		1202947.2
681654059175129088	2736	985	2015-12-29 01:52:46+00:00	12	10	pupper	Pomeranian	0.800538	Toffee	3233952.0
681981167097122816	2914	1094	2015-12-29 23:32:35+00:00	12	10		Labrador Retriever	0.4525770000000001	Jimothy	3825499.1999999997
682003177596559360	3284	1630	2015-12-30 01:00:03+00:00	5	10		Unidentifiable	0.0		2676460.0
682032003584274432	6867	2136	2015-12-30 02:54:35+00:00	11	10		Schipperke	0.997953	Ulysses	16134703.200000001
682406705142087680	7915	1869	2015-12-31 03:43:31+00:00	7	10	pupper	Unidentifiable	0.0	Patrick	10355194.5
682429480204398592	3583	1239	2015-12-31 05:14:01+00:00	8	10		Whippet	0.594701		3551469.6
682788441537560576	2576	1185	2016-01-01 05:00:24+00:00	12	10	pupper	Unidentifiable	0.0		3663072.0
683030066213818368	2241	772	2016-01-01 21:00:32+00:00	10	10		Boxer	0.722218	Lulu	1730052.0
683078886620553216	2066	598	2016-01-02 00:14:32+00:00	9	10	pupper	Eskimo Dog	0.0940442		1111921.2
683111407806746624	3531	966	2016-01-02 02:23:45+00:00	10	10	pupper	Cocker Spaniel	0.901392	Larry	3410946.0
683142553609318400	3011	1105	2016-01-02 04:27:31+00:00	9	10	pupper	Leonberg	0.605851	Brandy	2994439.5
683357973142474752	3065	997	2016-01-02 18:43:31+00:00	10	10		Pembroke	0.406509		3055805.0
683462770029932544	2529	711	2016-01-03 01:39:57+00:00	8	10	pupper	Italian Greyhound	0.39956		1438495.2
683481228088049664	2755	1057	2016-01-03 02:53:17+00:00	11	10	pupper	Keeshond	0.508951	Banjo	3203238.5000000005
683849932751646720	2731	1041	2016-01-04 03:18:23+00:00	5	10		Mexican Hairless	0.164906	Jiminy	1421485.5
683852578183077888	2013	371	2016-01-04 03:28:54+00:00	10	10		Toy Poodle	0.5513520000000001	Tiger	746823.0
684122891630342144	2080	501	2016-01-04 21:23:02+00:00	11	10		Unidentifiable	0.0		1146288.0
684177701129875456	2105	712	2016-01-05 01:00:50+00:00	10	10		Chow	0.334783	Kulet	1498760.0
684188786104872960	3627	1249	2016-01-05 01:44:52+00:00	10	10		Kelpie	0.537782		4530123.0
684200372118904832	2253	1093	2016-01-05 02:30:55+00:00	6	10		Unidentifiable	0.0		1477517.4
684241637099323392	8499	3517	2016-01-05 05:14:53+00:00	12	10		Pembroke	0.508498	Obi	35869179.599999994
684460069371654144	2068	588	2016-01-05 19:42:51+00:00	10	10		Labrador Retriever	0.673691	Jeph	1215984.0
684481074559381504	4044	1240	2016-01-05 21:06:19+00:00	10	10		Chihuahua	0.93781	Pippa	5014560.0
684567543613382656	3136	1306	2016-01-06 02:49:55+00:00	4	10		Unidentifiable	0.0	Bobby	1638246.4000000001
684594889858887680	9311	3747	2016-01-06 04:38:35+00:00	10	10		Weimaraner	0.948688		34888317.0
684800227459624960	2835	1058	2016-01-06 18:14:31+00:00	11	10		Miniature Schnauzer	0.294457	Theodore	3299373.0000000005
684880619965411328	2190	871	2016-01-06 23:33:58+00:00	5	10	pupper	Unidentifiable	0.0		953745.0
684902183876321280	1957	563	2016-01-07 00:59:40+00:00	11	10		Pembroke	0.708034	Perry	1211970.1
684914660081053696	3665	1557	2016-01-07 01:49:14+00:00	12	10		Chow	0.261288		6847686.0
684926975086034944	3649	493	2016-01-07 02:38:10+00:00	11	10		Labrador Retriever	0.769412	Bruiser	1978852.7000000002
684940049151070208	3350	1106	2016-01-07 03:30:07+00:00	12	10		Border Collie	0.665578	Oreo	4446120.0
685169283572338688	4266	1508	2016-01-07 18:41:01+00:00	11	10	pupper	Bernese Mountain Dog	0.975096	Gerbald	7076440.800000001
685198997565345792	2434	704	2016-01-07 20:39:06+00:00	11	10		Old English Sheepdog	0.00967138	Alfie	1884889.6
685268753634967552	3229	1277	2016-01-08 01:16:17+00:00	10	10	pupper	Pug	0.999044	Hubertson	4123433.0
685307451701334016	2161	467	2016-01-08 03:50:03+00:00	11	10	floofer	Pomeranian	0.963176	Petrick	1110105.7000000002
685321586178670592	2761	681	2016-01-08 04:46:13+00:00	10	10		Boston Bull	0.972483	Rocky	1880241.0
685325112850124800	9891	4228	2016-01-08 05:00:14+00:00	10	10		Golden Retriever	0.586937		41819148.0
685532292383666176	3163	1222	2016-01-08 18:43:29+00:00	9	10		Collie	0.0958052		3478667.4000000004
685547936038666240	34383	16650	2016-01-08 19:45:39+00:00	14	10	pupper	Unidentifiable	0.0		801467730.0
685641971164143616	3062	830	2016-01-09 01:59:19+00:00	7	10	pupper	Lakeland Terrier	0.253839	Otis	1779022.0
685663452032069632	3397	1553	2016-01-09 03:24:40+00:00	12	10		Chesapeake Bay Retriever	0.171174	Brooks	6330649.199999999
685667379192414208	2443	607	2016-01-09 03:40:16+00:00	9	10	pupper	Unidentifiable	0.0	Marty	1334610.9000000001
685943807276412928	1695	635	2016-01-09 21:58:42+00:00	8	10	pupper	Papillon	0.200812		861060.0
685973236358713344	2205	556	2016-01-09 23:55:38+00:00	11	10		Siberian Husky	0.450678	Lorelei	1348578.0
686003207160610816	1905	676	2016-01-10 01:54:44+00:00	3	10		Unidentifiable	0.0	Hammond	386334.0
686034024800862208	3250	1235	2016-01-10 03:57:12+00:00	12	10		Great Dane	0.23692		4816500.0
686050296934563840	2301	773	2016-01-10 05:01:51+00:00	11	10		Pomeranian	0.985789	Flávio	1956540.3000000003
686358356425093120	2293	720	2016-01-11 01:25:58+00:00	10	10		Pug	0.985237		1650960.0
686618349602762752	3848	1446	2016-01-11 18:39:05+00:00	11	10	pupper	Rottweiler	0.441331	Olivia	6120628.8
686683045143953408	2932	850	2016-01-11 22:56:10+00:00	11	10	pupper	Norwich Terrier	0.100499	Mona	2741420.0
686730991906516992	4329	1272	2016-01-12 02:06:41+00:00	12	10		Tibetan Mastiff	0.338812		6607785.600000001
686947101016735744	8992	3373	2016-01-12 16:25:26+00:00	11	10		Unidentifiable	0.0	Jackson	33363017.6
687096057537363968	2343	641	2016-01-13 02:17:20+00:00	11	10	pupper	Labrador Retriever	0.417107		1652049.3
687127927494963200	5687	2427	2016-01-13 04:23:58+00:00	9	10		Pug	0.178205	Gordon	12422114.1
687312378585812992	4546	2014	2016-01-13 16:36:55+00:00	7	10	pupper	Great Dane	0.139909		6408950.8
687317306314240000	20942	9689	2016-01-13 16:56:30+00:00	11	10		Shih-Tzu	0.747208	Tyrone	223197741.8
687460506001633280	2133	573	2016-01-14 02:25:31+00:00	10	10		Boston Bull	0.223366	Kramer	1222209.0
687476254459715584	2062	563	2016-01-14 03:28:06+00:00	11	10	pupper	Unidentifiable	0.0	Curtis	1276996.6
687494652870668288	1988	608	2016-01-14 04:41:12+00:00	7	10		Rottweiler	0.391471	Marq	846092.7999999999
687664829264453632	2015	539	2016-01-14 15:57:26+00:00	11	10		Pug	0.957365	Opal	1194693.5
687826841265172480	2845	1194	2016-01-15 02:41:12+00:00	12	10		Pomeranian	0.99721	Louis	4076316.0
688179443353796608	2201	619	2016-01-16 02:02:19+00:00	10	10	pupper	Unidentifiable	0.0	Lizzie	1362419.0
688211956440801280	2326	879	2016-01-16 04:11:31+00:00	13	10		Unidentifiable	0.0	Derby	2657920.2
688385280030670848	9673	4717	2016-01-16 15:40:14+00:00	12	10		Golden Retriever	0.900437	Louis	54753049.2
688789766343622656	2317	700	2016-01-17 18:27:32+00:00	8	10		American Staffordshire Terrier	0.5996600000000001	Pubert	1297520.0
688804835492233216	1005	205	2016-01-17 19:27:24+00:00	12	10		Malinois	0.199512		247230.0
688828561667567616	1439	394	2016-01-17 21:01:41+00:00	9	10		Cardigan	0.6142310000000001	Brad	510269.4000000001
688908934925697024	2201	822	2016-01-18 02:21:04+00:00	8	10		Unidentifiable	0.0	Clarence	1447377.6
688916208532455424	2853	924	2016-01-18 02:49:58+00:00	11	10	pupper	Pembroke	0.430544		2899789.2
